Beacon Rock State Park - Hamilton Mountain,Southwest Washington > Columbia River Gorge - WA,https://www.wta.org/site_images/hikes/hamilton-mountain-trail.jpg/@@images/f9e4e9d7-2ebf-4d6a-9f0d-5fdfc79da106.jpeg,45.6325,-122.0200,https://www.wta.org/go-hiking/hikes/hamilton-mountain
Nosh Nosh Wahtum,Snoqualmie Region > Salmon La Sac/Teanaway,https://www.wta.org/site_images/hikes/squaw-lake-by-the-lonehiker.jpg-4/@@images/666af1f6-30d3-4f5f-921f-94c0a228f045.jpeg,47.5435,-121.0968,https://www.wta.org/go-hiking/hikes/squaw-lake
Timla Wapykt,South Cascades,,,,https://www.wta.org/go-hiking/hikes/squaw-creek
Chinook Trail,Southwest Washington > Columbia River Gorge - WA,https://www.wta.org/site_images/hikes/img_2010.jpg/@@images/e28ffac7-e994-44f8-8bed-9eb900899c16.jpeg,45.7737,-122.2774,https://www.wta.org/go-hiking/hikes/kloochman-butte-trail-180b
Mount Stuart,Snoqualmie Region > Salmon La Sac/Teanaway,https://www.wta.org/site_images/hikes/mount-stuart.jpeg/@@images/575a349b-2151-4a43-9133-669dc24287e7.jpeg,47.4751,-120.9031,https://www.wta.org/go-hiking/hikes/mount-stuart
Burroughs Mountain,Mount Rainier Area > NE - Sunrise/White River,https://www.wta.org/site_images/hikes/3rd-burroughs-to-skyscraper-pass-023.jpg/@@images/61a61cbf-2771-467d-9b2d-acdba3de4608.jpeg,46.9146,-121.6423,https://www.wta.org/go-hiking/hikes/burroughs-mountain
Sharpe Park - Sares Head,Puget Sound and Islands > Bellingham Area,https://www.wta.org/site_images/hikes/sares-head-mike.jpg/@@images/76b68741-e8f1-4b44-8b6c-5c802d0b8778.jpeg,48.4306,-122.6646,https://www.wta.org/go-hiking/hikes/sharpe-park-sares-head
Schriebers Meadow Snowshoe,North Cascades > Mount Baker Area,https://www.wta.org/site_images/hikes/schriebers-meadow-dr-gui.jpg/@@images/c0e27d51-e67c-467d-aaeb-4370036c62aa.jpeg,48.6819,-121.7597,https://www.wta.org/go-hiking/hikes/schriebers-meadow-snowshoe
Railroad Grade,North Cascades > Mount Baker Area,https://www.wta.org/site_images/hikes/img_7372.jpg/@@images/3cd200b0-5622-459a-92ff-538352b7f91b.jpeg,48.7061,-121.8096,https://www.wta.org/go-hiking/hikes/railroad-grade
Kendall Katwalk,Snoqualmie Region > Snoqualmie Pass,https://www.wta.org/site_images/hikes/0-dsc_3354-kendall-katwalk.jpg/@@images/1c4e66d4-dcc8-47f4-a534-e4eba1741015.jpeg,47.4278,-121.4135,https://www.wta.org/go-hiking/hikes/kendall-katwalk
Staircase Rapids,Olympic Peninsula > Hood Canal,https://www.wta.org/site_images/hikes/staircase-rapids-by-mirek.jpeg/@@images/61c6687c-e9a2-4755-bc2b-59806d2b9dd3.jpeg,47.5158,-123.3300,https://www.wta.org/go-hiking/hikes/staircase
Three Fingers,North Cascades > Mountain Loop Highway,https://www.wta.org/site_images/hikes/glacier-basin-and-lookout.jpg/@@images/ca751022-3601-4d77-8a89-0c8589458718.jpeg,48.1972,-121.7742,https://www.wta.org/go-hiking/hikes/three-fingers
Ebey's Landing,Puget Sound and Islands > Whidbey Island,https://www.wta.org/site_images/hikes/ebeys-landing-by-shahid-durrani.jpg/@@images/a524ab28-b0fc-49f9-acb2-3c7a2c8be873.jpeg,48.2049,-122.7060,https://www.wta.org/go-hiking/hikes/ebeys-landing
Wing Lake,North Cascades > North Cascades Highway - Hwy 20,https://www.wta.org/site_images/hikes/wing-lake.jpeg/@@images/a958bb25-a820-4105-9640-008cc4795daf.jpeg,48.5162,-120.7354,https://www.wta.org/go-hiking/hikes/wing-lake
Summit Lake,Mount Rainier Area > NW - Carbon River/Mowich,https://www.wta.org/site_images/hikes/summit-lake-photo-by-trip-reporter-carebear.jpeg/@@images/80f4dbc0-daa5-4a0e-9c42-787b97694f5c.jpeg,47.0319,-121.8269,https://www.wta.org/go-hiking/hikes/summit-lake
Mount Baker,North Cascades > Mount Baker Area,https://www.wta.org/site_images/hikes/hike-image-2022-07-20-4276889033/@@images/0319b3e9-5bb1-4085-8063-500e8ac4260a.jpeg,48.8072,-121.8973,https://www.wta.org/go-hiking/hikes/mount-baker
Lower South Fork Skokomish River,Olympic Peninsula > Olympia,https://www.wta.org/site_images/hikes/lower-south-fork-skokomish_niko-niko.jpeg/@@images/6e99e8f2-447c-4e74-8f3b-4a217bae5694.jpeg,47.4190,-123.3297,https://www.wta.org/go-hiking/hikes/lower-south-fork-skokomish-river
Table Rock,Eastern Washington > Palouse and Blue Mountains,https://www.wta.org/site_images/hikes/table-rock_greg-brown.jpg-1/@@images/7ba2a671-5670-47cc-8212-2964c480d731.jpeg,46.0304,-117.9113,https://www.wta.org/go-hiking/hikes/table-rock-squaw-peak
Ape Canyon,South Cascades > Mount St. Helens,https://www.wta.org/site_images/hikes/ape-canyon-susan-saul.jpg/@@images/fd176b2f-505e-4e81-a681-856f313b2e37.jpeg,46.1647,-122.0921,https://www.wta.org/go-hiking/hikes/ape-canyon
Heybrook Ridge,Central Cascades > Stevens Pass - West,https://www.wta.org/site_images/hikes/heybrook-ridge-by-lzhang.jpeg/@@images/1f942f82-bfdb-46fb-ac09-c2e8007c00d2.jpeg,47.8188,-121.5539,https://www.wta.org/go-hiking/hikes/heybrook-ridge
Federation Forest State Park,Mount Rainier Area > Chinook Pass - Hwy 410,https://www.wta.org/site_images/hikes/federation-forest-alan-bauer-sm.jpg/@@images/4689ade3-b500-4ed6-a2e3-aeea86e07468.jpeg,47.1530,-121.7005,https://www.wta.org/go-hiking/hikes/federation-forest
Glasses Lake,Central Cascades > Stevens Pass - East,https://www.wta.org/site_images/hikes/hike-image-2021-09-17-9804590461/@@images/9eb51f1b-7545-4397-9360-80ca2275d907.jpeg,47.8762,-121.0409,https://www.wta.org/go-hiking/hikes/glasses-lake
Lake Serene,Central Cascades > Stevens Pass - West,https://www.wta.org/site_images/hikes/serene.jpg/@@images/6d1e4ad4-c2ad-478b-905a-bf36d3841f27.jpeg,47.8090,-121.5738,https://www.wta.org/go-hiking/hikes/lake-serene
Snoqualmie Valley Trail,Puget Sound and Islands > Seattle-Tacoma Area,https://www.wta.org/site_images/hikes/img_5508.jpg/@@images/f65c8dbf-a836-4a84-aefd-e57a6192320a.jpeg,47.6845,-121.9286,https://www.wta.org/go-hiking/hikes/snoqualmie-valley-trail
Boulder River,North Cascades > Mountain Loop Highway,https://www.wta.org/site_images/hikes/img_4245.jpg/@@images/e0b6e1c2-6b8e-42f4-9800-b4e0de40dde4.jpeg,48.2509,-121.8172,https://www.wta.org/go-hiking/hikes/boulder-river
Thorp Lake,Snoqualmie Region > Salmon La Sac/Teanaway,https://www.wta.org/site_images/hikes/img_7743.jpg/@@images/2cd6bde0-f9be-482a-aefc-dca3374eb0ba.jpeg,47.3733,-121.1582,https://www.wta.org/go-hiking/hikes/thorp-lake
Copper Ridge Loop,North Cascades > Mount Baker Area,https://www.wta.org/site_images/hikes/mts-shuksan-and-baker-from-copper-ridge.jpg/@@images/439d447d-5092-4909-bb45-9081cb25d99b.jpeg,48.9102,-121.5917,https://www.wta.org/go-hiking/hikes/copper-ridge-loop
Thorp Mountain Lookout via Thorp Creek,Snoqualmie Region > Salmon La Sac/Teanaway,https://www.wta.org/site_images/hikes/thorp-mountain-lookout_knnyquist.jpeg/@@images/a6779aab-e507-4ae2-97d0-33cc60faff7f.jpeg,47.3733,-121.1582,https://www.wta.org/go-hiking/hikes/thorp-mountain-lookout-via-thorp-creek
Chilliwack River,North Cascades > Mount Baker Area,https://www.wta.org/site_images/hikes/hike-image-2021-03-30-2536439494/@@images/2fa5b238-306a-4b73-b376-118b285db4f0.jpeg,48.9101,-121.5921,https://www.wta.org/go-hiking/hikes/chilliwack-river
Little Beaver Creek,North Cascades > North Cascades Highway - Hwy 20,https://www.wta.org/site_images/hikes/hike-image-2021-04-05-8222387385/@@images/107b79cf-8050-449a-8c8d-ac0fd025f636.jpeg,48.9161,-121.0740,https://www.wta.org/go-hiking/hikes/little-beaver-creek
Big Beaver Trail,North Cascades > North Cascades Highway - Hwy 20,https://www.wta.org/site_images/hikes/big-beaver-by-ejvincent.jpeg/@@images/7120b87b-2f44-4206-acc0-1daf76920be0.jpeg,48.7277,-121.0626,https://www.wta.org/go-hiking/hikes/big-beaver
White Pass to Chinook Pass,South Cascades > White Pass/Cowlitz River Valley,https://www.wta.org/site_images/hikes/pct-section-i-shadowdad.jpg/@@images/8e3f286b-bdcb-4137-867e-f810c86d8533.jpeg,46.8745,-121.5170,https://www.wta.org/go-hiking/hikes/white-pass-chinook-pass-pct-200
Ira Spring Trail - Mason Lake,Snoqualmie Region > Snoqualmie Pass,https://www.wta.org/site_images/hikes/img_2858.jpg/@@images/c41203e2-7856-403b-b137-bd403d210c23.jpeg,47.4257,-121.5843,https://www.wta.org/go-hiking/hikes/ira-spring-memorial
Little Mashel Falls -  Bud Blancher Trail,Mount Rainier Area > NW - Carbon River/Mowich,https://www.wta.org/site_images/hikes/little-mashel-falls-bud-blancher.jpeg/@@images/66fd4d8b-cebd-420b-a3e6-dcd327a7e404.jpeg,46.8647,-122.2576,https://www.wta.org/go-hiking/hikes/little-mashel-falls-bud-blancher-trail
Mount Teneriffe,Snoqualmie Region > North Bend Area,https://www.wta.org/site_images/hikes/hike-image-2020-03-23-7925443270/@@images/9fd05755-a30f-457f-a589-aa5a34447914.jpeg,47.4869,-121.7097,https://www.wta.org/go-hiking/hikes/mount-teneriffe
Enchanted Valley via East Fork Quinault River,Olympic Peninsula > Pacific Coast,https://www.wta.org/site_images/hikes/enchanted-valley-by-latinlover.jpeg/@@images/31944d10-d603-4cba-ab23-7c51b8b33ac8.jpeg,47.5730,-123.5694,https://www.wta.org/go-hiking/hikes/enchanted-valley
Park Butte,North Cascades > Mount Baker Area,https://www.wta.org/site_images/hikes/dscn8343_crop.jpg/@@images/e2bb09a8-b218-4793-827c-0c16cf698666.jpeg,48.7067,-121.8122,https://www.wta.org/go-hiking/hikes/park-butte
White Chuck Bench,North Cascades > Mountain Loop Highway,https://www.wta.org/site_images/hikes/white-chuck-bench_outdoor-dam.jpg/@@images/b0772548-0b4f-435a-8690-e25764a3cd25.jpeg,48.1705,-121.4670,https://www.wta.org/go-hiking/hikes/white-chuck-bench
Church Mountain,North Cascades > Mount Baker Area,https://www.wta.org/site_images/hikes/church-mnt.jpg-1/@@images/4de966d6-6674-4b0a-9946-f13b5af9c21d.jpeg,48.9123,-121.8578,https://www.wta.org/go-hiking/hikes/church-mountain
Olallie State Park - Weeks Falls,Snoqualmie Region > North Bend Area,https://www.wta.org/site_images/hikes/hike-image-2022-04-29-4233722714/@@images/ecfb7d73-d86f-4eec-b4d0-e792032032f6.jpeg,47.4418,-121.6725,https://www.wta.org/go-hiking/hikes/weeks-falls
Potato Hill,South Cascades > Mount Adams Area,https://www.wta.org/site_images/hikes/hike-image-2022-09-07-9122967500/@@images/46503aea-96a2-4bad-8c29-cb9ccc044823.jpeg,46.3254,-121.5060,https://www.wta.org/go-hiking/hikes/potato-hill
Bird Creek Meadows,South Cascades > Mount Adams Area,https://www.wta.org/site_images/hikes/bird-creek-meadow-jasonracey.jpg/@@images/ed9c3652-f44f-49d7-b927-3551ce0c19b9.jpeg,46.1404,-121.4400,https://www.wta.org/go-hiking/hikes/bird-creek-meadows
Spring Creek - Green Mountain,South Cascades > Mount Adams Area,https://www.wta.org/site_images/hikes/hike-image-2022-08-12-0063750018/@@images/f92f56e7-972b-4082-9f43-760976e0e856.jpeg,46.3099,-121.5663,https://www.wta.org/go-hiking/hikes/spring-creek-green-mountain
Goat Peak Lookout,North Cascades > Methow/Sawtooth,https://www.wta.org/site_images/hikes/goat-peak-lookout.jpg/@@images/2368e42c-e89c-45d2-883d-66b8258dd89d.jpeg,48.6515,-120.4022,https://www.wta.org/go-hiking/hikes/goat-peak
Mountain Climbers Trail,South Cascades > Mount Adams Area,https://www.wta.org/site_images/hikes/img_8998.jpg/@@images/b221476c-f7de-43d4-b165-9a597d78a57d.jpeg,46.1547,-121.4266,https://www.wta.org/go-hiking/hikes/mountain-climbers-trail
Upper Dungeness River,Olympic Peninsula > Hood Canal,https://www.wta.org/site_images/hikes/log-bridge-crossing-photo-by-goatpackin.jpeg/@@images/bfd4f26d-26e6-4126-97b5-4286b4d612e5.jpeg,47.8776,-123.1369,https://www.wta.org/go-hiking/hikes/upper-dungeness-river
Green to Cedar River Trail,Puget Sound and Islands > Seattle-Tacoma Area,https://www.wta.org/site_images/hikes/img_9801.jpg/@@images/af4204ea-cbb9-409f-b85c-5d41d355a421.jpeg,47.3614,-122.0248,https://www.wta.org/go-hiking/hikes/green-to-cedar-river-trail
Green River,South Cascades > Mount St. Helens,https://www.wta.org/site_images/hikes/trees_saul.jpeg/@@images/e5695578-8001-4f8e-a841-3d474906df6d.jpeg,46.3501,-122.1098,https://www.wta.org/go-hiking/hikes/green-river
Old Mine Trail,Mount Rainier Area > NW - Carbon River/Mowich,https://www.wta.org/site_images/hikes/old-mine-trail_ilyanofi.jpeg/@@images/6c48df42-f144-4360-904d-8ed2cb9515fb.jpeg,46.9832,-121.8381,https://www.wta.org/go-hiking/hikes/old-mine-trail
Sol Duc Falls,Olympic Peninsula > Northern Coast,https://www.wta.org/site_images/hikes/so-duc-falls-david-elderkin.jpg/@@images/f7563858-a8f8-45b7-a5d1-ab0a6a0ae9a2.jpeg,47.9622,-123.8499,https://www.wta.org/go-hiking/hikes/sol-duc-falls
Thunder Knob,North Cascades > North Cascades Highway - Hwy 20,https://www.wta.org/site_images/hikes/thunder-knob-by-hikeamountain1.jpeg/@@images/35aeaa7e-6f8b-4e79-9b35-df51a8e98b55.jpeg,48.6905,-121.0980,https://www.wta.org/go-hiking/hikes/thunder-knob
Hidden Lake Lookout,North Cascades > North Cascades Highway - Hwy 20,https://www.wta.org/site_images/hikes/dsc_0926.jpg/@@images/2fc13534-658c-412c-9e06-0da8886fab2e.jpeg,48.5141,-121.2219,https://www.wta.org/go-hiking/hikes/hidden-lake-lookout
East Bank Baker Lake,North Cascades > North Cascades Highway - Hwy 20,https://www.wta.org/site_images/hikes/img_8827.jpg/@@images/2d77ff41-4ea3-4566-8e8a-8d9488e0b862.jpeg,48.7507,-121.5560,https://www.wta.org/go-hiking/hikes/baker-lake
Tuck and Robin Lakes,Snoqualmie Region > Salmon La Sac/Teanaway,https://www.wta.org/site_images/hikes/hike-image-2020-08-11-6157087162/@@images/84343112-9f2e-44a7-bb37-56e731802baa.jpeg,47.5443,-121.0970,https://www.wta.org/go-hiking/hikes/robin-lakes
Sunday Lake,Snoqualmie Region > North Bend Area,https://www.wta.org/site_images/hikes/sunday-lake-2-may-2012-015.jpg/@@images/d04b45f2-a61f-4fbf-bedd-ae40e7c00d2b.jpeg,47.6612,-121.6164,https://www.wta.org/go-hiking/hikes/sunday-lake
Hazel Wolf Wetlands,Issaquah Alps,https://www.wta.org/site_images/hikes/hazelwetlandsview.jpg/@@images/7dea7cd4-ec7e-4a11-b20e-5a1a9a4a79d3.jpeg,47.5991,-122.0083,https://www.wta.org/go-hiking/hikes/hazel-wolf-wetlands
Volunteer Park,Puget Sound and Islands > Seattle-Tacoma Area,https://www.wta.org/site_images/hikes/hike-image-2022-07-07-4318519106/@@images/bd0b703f-0d66-4d11-a651-987e62e9b5b5.jpeg,47.6300,-122.3149,https://www.wta.org/go-hiking/hikes/volunteer-park
North Ridge,Snoqualmie Region > Cle Elum Area,,47.1846,-121.1377,https://www.wta.org/go-hiking/hikes/north-ridge
Diablo Lake,North Cascades > North Cascades Highway - Hwy 20,https://www.wta.org/site_images/hikes/diablo-lake-by-hikerwendy.jpeg/@@images/4ebcfe96-91b6-4b54-b6b2-20e637d2c67b.jpeg,48.7206,-121.1216,https://www.wta.org/go-hiking/hikes/diablo-lake
White Pine Creek,Central Cascades > Stevens Pass - East,https://www.wta.org/site_images/hikes/hike-image-2021-06-15-4894828902/@@images/20a8c138-0201-45f5-9ff6-8159c65dd79c.jpeg,47.7706,-120.9272,https://www.wta.org/go-hiking/hikes/whitepine-creek
Icicle Creek,Central Cascades > Leavenworth Area,https://www.wta.org/site_images/hikes/icicle-creek-by-geezerhiker.jpeg/@@images/28d4c4e6-b8bf-4b23-8829-a47038862340.jpeg,47.6124,-120.9500,https://www.wta.org/go-hiking/hikes/icicle-creek
Packwood Lake,South Cascades > Goat Rocks,https://www.wta.org/site_images/hikes/packwoodlake-rock-ranger.jpg-1/@@images/05f3867a-70bb-420a-a2b0-d9772cc1dd72.jpeg,46.6084,-121.6271,https://www.wta.org/go-hiking/hikes/packwood-lake
Spider Gap - Buck Creek Pass Loop,Central Cascades > Stevens Pass - East,https://www.wta.org/site_images/hikes/upper-lyman-lakes-galiwalker.jpg/@@images/d7b87399-d337-4472-8bae-eab9bf9fc6fc.jpeg,48.0674,-120.8406,https://www.wta.org/go-hiking/hikes/spider-gap-buck-creek-pass-loop
Naches Peak Loop,Mount Rainier Area > SE - Cayuse Pass/Stevens Canyon,https://www.wta.org/site_images/hikes/jim-mt-rainier-wta.jpg/@@images/481d805b-9b08-4228-891b-6eab8d040ea7.jpeg,46.8674,-121.5176,https://www.wta.org/go-hiking/hikes/naches-peak-loop
Lake Wapiki,South Cascades > Mount Adams Area,https://www.wta.org/site_images/hikes/lake-wapiki_sunrise-creek.jpeg/@@images/79a93d8f-9d6e-4719-9a2a-73c32e78a08b.jpeg,46.0286,-121.6859,https://www.wta.org/go-hiking/hikes/lake-wapiki
Pete's Creek - Colonel Bob Peak,Olympic Peninsula > Pacific Coast,https://www.wta.org/site_images/hikes/colonel-bob-by-nutmeg.jpeg/@@images/1fba1499-4f8f-4111-98e5-99d2fc900c1f.jpeg,47.4572,-123.7318,https://www.wta.org/go-hiking/hikes/colonel-bob
Black Pine Lake,North Cascades > Methow/Sawtooth,https://www.wta.org/site_images/hikes/hike-image-2022-07-20-9383634386/@@images/04cc1d24-c437-4471-8a6c-8322f40ecb8e.jpeg,48.3132,-120.2764,https://www.wta.org/go-hiking/hikes/black-pine-lake
Leadbetter Point State Park - Dune Forest Loop,Southwest Washington > Long Beach Area,https://www.wta.org/site_images/hikes/dscn1922.jpg/@@images/2c5125ca-5c98-4413-b8f0-b4a3cab6347a.jpeg,46.6070,-124.0438,https://www.wta.org/go-hiking/hikes/leadbetter-point-state-park-dune-forest-loop
Mount Margaret,Snoqualmie Region > Snoqualmie Pass,https://www.wta.org/site_images/hikes/margaret-2.jpeg/@@images/ced4ec3d-51b0-4c04-b159-64f18edd3cc5.jpeg,47.3648,-121.3584,https://www.wta.org/go-hiking/hikes/mount-margaret
East Fork Foss - Necklace Valley,Central Cascades > Stevens Pass - West,https://www.wta.org/site_images/hikes/jade-lake_noam-gundle.jpg/@@images/d136c415-ae97-41cf-8d69-a7a186439de0.jpeg,47.6659,-121.2881,https://www.wta.org/go-hiking/hikes/necklace-valley
Lake Clarice,Central Cascades,,47.5448,-121.0978,https://www.wta.org/go-hiking/hikes/lake-clarice
Sand Creek,Central Cascades,,,,https://www.wta.org/go-hiking/hikes/sand-creek
Big Snow Mountain,Snoqualmie Region > North Bend Area,,47.5156,-121.4528,https://www.wta.org/go-hiking/hikes/big-snow-mountain
Emmons Moraine,Mount Rainier Area > NE - Sunrise/White River,https://www.wta.org/site_images/hikes/img_0198.jpg/@@images/a5579c97-0f0e-454a-b0fa-051d23329a3e.jpeg,46.9021,-121.6437,https://www.wta.org/go-hiking/hikes/emmons-glacier-view
Chewuch River Trail,North Cascades > Pasayten,https://www.wta.org/site_images/hikes/chewuch-river-trail-by-bob-and-barb.jpeg/@@images/58e6e713-b10c-4452-8da0-323903823abd.jpeg,48.8231,-120.0197,https://www.wta.org/go-hiking/hikes/chewuch
Freezeout Ridge,North Cascades > Pasayten,https://www.wta.org/site_images/hikes/tiffany-moutain-from-freezeout-ridge_rolan.jpeg/@@images/a6681d24-add2-4bea-bf6e-652042478935.jpeg,48.6633,-119.9662,https://www.wta.org/go-hiking/hikes/freezeout-ridge
Bernhardt Mine,North Cascades > Pasayten,https://www.wta.org/site_images/hikes/bernardt-mine-trail.jpg/@@images/e8505cef-0522-4545-90f5-3a76857b0bf1.jpeg,48.6459,-119.9630,https://www.wta.org/go-hiking/hikes/bernhardt-mine
Dishpan Gap,Central Cascades > Stevens Pass - East,https://www.wta.org/site_images/hikes/hike-image-2021-06-14-8146972427/@@images/b8ccc024-2e89-47fe-beb6-6e21d38b418c.jpeg,47.9770,-121.1472,https://www.wta.org/go-hiking/hikes/dishpan-gap
Windy Pass,Central Cascades > Leavenworth Area,https://www.wta.org/site_images/hikes/windy-pass.jpeg/@@images/69e0b810-9eb5-4fb8-9a38-f1c6cc77583e.jpeg,47.5360,-120.8136,https://www.wta.org/go-hiking/hikes/windy-pass-1
Twisp Pass via Dagger Lake,North Cascades > North Cascades Highway - Hwy 20,https://www.wta.org/site_images/hikes/avalanche-debris-field.jpg/@@images/4385bc18-ac64-48ee-b204-def647c23003.jpeg,48.5050,-120.7191,https://www.wta.org/go-hiking/hikes/twisp-pass-via-dagger-lake
Fourth of July Pass via Thunder Creek,North Cascades > North Cascades Highway - Hwy 20,https://www.wta.org/site_images/hikes/fourth-of-july-camp-george-sally.jpg/@@images/c9861216-e9a2-4a03-9e7b-c38445939f01.jpeg,48.6925,-121.0978,https://www.wta.org/go-hiking/hikes/fourth-of-july-pass
Wolf Creek,North Cascades > Methow/Sawtooth,https://www.wta.org/site_images/hikes/dsc_0267.jpg/@@images/9a919296-3c53-4cb9-8397-ef32bce7620b.jpeg,48.4841,-120.2992,https://www.wta.org/go-hiking/hikes/wolf-creek
Scatter Lake,North Cascades > Methow/Sawtooth,https://www.wta.org/site_images/hikes/scatter-lake-_-just-the-facts.jpg/@@images/38822a5f-3438-4391-a9f3-f359e39271b1.jpeg,48.4348,-120.5201,https://www.wta.org/go-hiking/hikes/scatter-lake
Jungle Creek,Snoqualmie Region > Salmon La Sac/Teanaway,https://www.wta.org/site_images/hikes/hike-image-2022-01-12-1000003911/@@images/ad6f2c67-8bbf-42d1-9639-82d7cad04e5a.jpeg,47.3458,-120.8939,https://www.wta.org/go-hiking/hikes/jungle-creek
Iron Bear - Teanaway Ridge,Central Cascades > Blewett Pass,https://www.wta.org/site_images/hikes/dsc07654.jpg/@@images/be0c455a-009a-46c8-b689-cc619743f249.jpeg,47.3557,-120.7176,https://www.wta.org/go-hiking/hikes/iron-bear
Emerald Lake via Trout Lake Trailhead,Eastern Washington > Okanogan Highlands/Kettle River Range,https://www.wta.org/site_images/hikes/bfafa2e3-45d0-472b-bde1-790a43092de6.jpg/@@images/d0f9bc3d-920d-4e9d-99cc-62b0e6420270.jpeg,48.6242,-118.2398,https://www.wta.org/go-hiking/hikes/emerald-lake-via-trout-lake-trailhead
Palisades,Mount Rainier Area > Chinook Pass - Hwy 410,https://www.wta.org/site_images/hikes/dsc07587.jpg/@@images/f30f1787-a3a7-4e2a-9c87-f30521f80c99.jpeg,47.0580,-121.5731,https://www.wta.org/go-hiking/hikes/palisades
